coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Jun 12 06:22:30 +0000 2018,WavyStories TheBreakfastWave,https://twitter.com/TouchHDOnline/status/1006421467490344961/photo/1,,41,1006421467490344961,,,,en,,false,29,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#WavyStories - Nigerian Man Buries His Father In A Brand New BMW

He recently lost his father and wanted to give him a befitting home-going. He decided to purchase a brand new BMW worth use as his coffin. 
Yes, this man buried his father in a brand new car. #TheBreakfastWave https://t.co/d1amG6ftjI",https://twitter.com/TouchHDOnline/status/1006421467490344961,Wed Jul 27 13:23:44 +0000 2016,TouchHDOnline,false,You have reached your destination of leading-edge content produced from the African soil.,27911,69540,726,26,South Africa,THD24,TouchHDOnline,53890,,https://bit.ly/30iMRci,true
,Thu Apr 23 19:34:24 +0000 2020,coronavirus,,https://bit.ly/2XYYsfp,174,1253406890815639553,,,,en,,false,70,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Statement by President @CyrilRamaphosa on South Africa's response to the #coronavirus pandemic, Union Buildings, Tshwane. https://t.co/NcpPVNTEpd",https://twitter.com/PresidencyZA/status/1253406890815639553,Mon May 18 08:38:44 +0000 2009,PresidencyZA,false,This is the official Twitter page of The Presidency of the Republic of South Africa,71,1679378,16,2164,"Pretoria, South Africa",Presidency | South Africa 🇿🇦,PresidencyZA,19830,,http://www.thepresidency.gov.za,true
,Wed Mar 25 15:38:34 +0000 2020,,,https://link.medium.com/tMIgQi0684,15973,1242838293424857089,,,,en,,false,4175,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""To this end, Priam Group pledges N50 million on my behalf as my humble contribution to a relief Fund that will form part of the stimulus package."" https://t.co/uTjCt6DRID",https://twitter.com/atiku/status/1242838293424857089,Thu Aug 12 14:38:36 +0000 2010,atiku,false,"Waziri Adamawa, Businessman, Father and Philanthropist. Former Vice President of Nigeria.",706,3221018,80,1107,,Atiku Abubakar,atiku,6095,,http://www.atiku.org,true
,Mon Apr 13 14:53:50 +0000 2020,,,,149193,1249712404260421633,,,,en,,,33037,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","For the purpose of creating conflict and confusion, some in the Fake News Media are saying that it is the Governors decision to open up the states, not that of the President of the United States &amp; the Federal Government. Let it be fully understood that this is incorrect....",https://twitter.com/realDonaldTrump/status/1249712404260421633,Wed Mar 18 13:46:38 +0000 2009,realDonaldTrump,false,45th President of the United States of America🇺🇸,5,87237850,50,121321,"Washington, DC",Donald J. Trump,realDonaldTrump,56900,,http://www.Instagram.com/realDonaldTrump,true
,Tue Apr 21 10:53:54 +0000 2020,Kovid19,,,432,1252551127037554690,,,,sr,,,108,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Официјално излекувана од вирусот #Kovid19.
Но @VFilipche и @ZdravstvoMK не ме излекувавте, лоша терминологија, само ме изолиравте за други да не заразувам. Нит лекар ме прегледал, нит терапија сум примила во овие 28 дена во изолација!",https://twitter.com/napostoloska/status/1252551127037554690,Sat Dec 14 12:49:08 +0000 2013,napostoloska,false,,23540,1273,220,0,,Natasha Dimitrievska,napostoloska,4742,,,false
,Thu Apr 09 22:38:13 +0000 2020,Kibaro COVID19Gn,https://twitter.com/Guineematin/status/1248379717943570434/video/1,,460,1248379717943570434,,,,fr,,false,289,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Quand le président de la république, Alpha Condé, propage de fausses idées sur le Coronavirus : 《 mettre du mentholatum dans le nez et boire souvent de l'eau chaude 》
#Kibaro #COVID19Gn https://t.co/3WtyPBXT8I",https://twitter.com/Guineematin/status/1248379717943570434,Wed Jul 29 16:32:10 +0000 2015,Guineematin,false,Journal d'informations en ligne sur la #Guinée ! Les nouvelles de la #GuinéeProfonde,186,60502,307,141,Guinée,Guineematin,Guineematin,21184,,http://www.guineematin.com,false
,Thu Apr 16 17:57:05 +0000 2020,COVID,https://twitter.com/CharlieFlanagan/status/1250845683587956736/photo/1,,99,1250845683587956736,,,,en,,false,36,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This Letter to Publicans is a fake. Please ignore. As a prank it’s neither clever nor amusing.  ! I find it hard to understand how anybody might find this funny when so many publicans &amp; small businesses &amp; indeed the rest of us, are anxious and unsure about the future.#COVID-19 https://t.co/CWIM2uewYi",https://twitter.com/CharlieFlanagan/status/1250845683587956736,Wed Nov 04 16:09:52 +0000 2009,CharlieFlanagan,false,Chair of Parliamentary Committee on Foreign Affairs & Defence | FG TD Laois/Offaly | Lawyer | Constituents kindly email me at Charlie.flanagan@oireachtas.ie,1884,27450,575,322,Laois.,Charlie Flanagan,CharlieFlanagan,14247,,,true
,Sun Apr 19 14:50:58 +0000 2020,,https://twitter.com/bertrandavy/status/1251886011052933120/video/1,,12,1251886011052933120,,,,fr,,false,7,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Le cauchemar des noir africains en Chine. https://t.co/zjttC7HnIW,https://twitter.com/bertrandavy/status/1251886011052933120,Thu Feb 06 21:09:27 +0000 2014,bertrandavy,false,"Dénoncer et alerter contre les injustices des peuples africains en particulier le Congo 4millions d'habitants, dont +70% de chômeurs. insupportable.",103,102,185,1,,justice-n'est-plus,bertrandavy,1076,,,false
,Wed Apr 08 11:03:04 +0000 2020,,https://twitter.com/evoespueblo/status/1247842390364348418/photo/1,,3008,1247842390364348418,,,,es,,false,1830,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Para tratar pacientes con Covid-19, las gobernaciones de Pando y Oruro quieren importar el antiviral, Interferón Alfa 2B, de Cuba, con sus propios recursos, pero el gobierno de facto lo impide. Por la salud y la vida de los bolivianos, permitan que el medicamento llegue al país. https://t.co/FkDr8CVzuq",https://twitter.com/evoespueblo/status/1247842390364348418,Fri Apr 15 01:31:24 +0000 2016,evoespueblo,false,Primer Presidente del Estado Plurinacional de Bolivia.,101,1123274,29,2080,,Evo Morales Ayma,evoespueblo,15679,,,true
,Fri Mar 20 22:38:48 +0000 2020,,https://twitter.com/BBCAfrica/status/1241132108011143170/photo/1,http://bbc.com/Africa,80,1241132108011143170,,,,en,,false,42,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This article is fake and was not made by the BBC.

We urge people to verify news stories at https://t.co/nuL8CK3zz9 to ensure they have accurate and reliable information about the coronavirus. https://t.co/2IOriwNlRG",https://twitter.com/BBCAfrica/status/1241132108011143170,Thu Apr 30 14:10:28 +0000 2009,BBCAfrica,false,African news from the BBC. Facebook: https://t.co/WO6e37RBOY Instagram: https://t.co/DI6qruNWHJ YouTube: https://t.co/ZJFI3G9fex,7883,3014112,1367,7543,,BBC News Africa,BBCAfrica,83433,,http://www.bbcafrica.com,true
,Thu Nov 28 20:31:04 +0000 2019,,https://twitter.com/jdoriajr/status/1200150134203568128/video/1,,209,1200150134203568128,,,,pt,,false,13,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Em Araçatuba, visitamos a fábrica da Colormaq, empresa brasileira que emprega 2000 colaboradores. Em 2020, a Colormaq vai aumentar sua produção com uma nova unidade fabril, gerando mais empregos em Araçatuba. Exemplo de inovação, eficiência e empreendedorismo em São Paulo. https://t.co/z5oLku40FQ",https://twitter.com/jdoriajr/status/1200150134203568128,Tue Aug 11 13:00:11 +0000 2009,jdoriajr,false,"Governador eleito de SP com 10.990.350 votos. Ex-prefeito da Capital, jornalista, empresário, apaixonado pela minha família e pelo Brasil.",2531,1289719,367,1856,"São Paulo, SP, Brasil",João Doria,jdoriajr,18381,,,true
,Sun Apr 26 18:56:28 +0000 2020,,,,2900,1254484507320676352,CT_Bergstrom,1254484138838515700,3238448948,en,,,394,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The problem with this approach is that during a pandemic, the people who come into an urgent care clinic are not a random sample of the population. 

A large fraction of them are coming in precisely because they suspect that they have the disease.

This generates sampling bias.",https://twitter.com/CT_Bergstrom/status/1254484507320676352,Sun Jun 07 03:38:21 +0000 2015,CT_Bergstrom,false,"#BlackLivesMatter

Prof. Biol. @UW. Info flow in bio, society, & science. COVID
 
I love crows and ravens. he/him

Book *Calling Bullshit*: https://t.co/37LBNmiuyI",44652,126096,1999,3240,Duwamish Lands (Seattle),Carl T. Bergstrom,CT_Bergstrom,18587,,http://ctbergstrom.com,true
,Wed Apr 22 14:27:52 +0000 2020,,https://twitter.com/EduardoLeite_/status/1252967362044866560/photo/1,,1837,1252967362044866560,,,,pt,,false,199,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ALERTA DE FAKE NEWS! 🚫

Estão espalhando fotos minhas de MUITO ANTES DA PANDEMIA dizendo que estou fazendo turismo. Essa foto com meu irmão foi tirada em JANEIRO DE 2019, muito antes de começar a pandemia, conforme mostra o post da Bondinhos Aéreos de Canela no Instagram. https://t.co/G2eNVF4tRy",https://twitter.com/EduardoLeite_/status/1252967362044866560,Wed Mar 17 14:51:58 +0000 2010,EduardoLeite_,false,"35 anos. Bacharel em Direito. Fui vereador, presidente da Câmara e prefeito de Pelotas. Governador do Rio Grande do Sul (2019/2022)",1012,95109,440,281,Pelotas - RS,Eduardo Leite,EduardoLeite_,5113,,,true
,Wed Apr 22 08:33:53 +0000 2020,vaccini,https://twitter.com/GiancarloDeRisi/status/1252878276948709376/video/1,,1024,1252878276948709376,,,,it,,false,762,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Afferma il virologo Giulio Tarro: ""Hanno detto che dovrebbero essere obbligatori i #vaccini antinfluenzali quando è notizia comune a livello scientifico che il 36% del coronavirus è attivato dai vaccini antinfluenzali"". Agghiacciante se vero.Qualcuno ha smentito? https://t.co/X892BPK6tD",https://twitter.com/GiancarloDeRisi/status/1252878276948709376,Mon Nov 07 13:21:08 +0000 2011,GiancarloDeRisi,false,"Giornalista, geologo, blogger, conservatore e di Destra. Prima gli Italiani. It takes courage to grow up and become who you really are (Ezra Pound)",57617,17036,9052,56,"L'Aquila, Abruzzo",Giank-deR 🇮🇹,GiancarloDeRisi,70322,,http://facebook.com/AquilaNews/,false
,Sun Apr 26 04:32:03 +0000 2020,Coronavirus PIBFactCheck COVID19 IndiaFightsCorona,https://twitter.com/PIBFactCheck/status/1254266971777953793/photo/1,,1059,1254266971777953793,,,,en,,false,530,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Claim: A web news portal claims Centre is likely to reduce retirement age of Central Government employees to 50 In #Coronavirus Crisis

#PIBFactCheck: The claim made within the report is false. Centre is neither planning nor discussing any such move

#COVID19 #IndiaFightsCorona https://t.co/d9jaWnUwxs",https://twitter.com/PIBFactCheck/status/1254266971777953793,Thu Dec 19 12:12:30 +0000 2019,PIBFactCheck,false,"Countering misinformation on Govt. policies/schemes. 

Suspect a Govt. related news to be fake? Send it to us at +918799711259/pibfactcheck@gmail.com.",2,156903,31,245,New Delhi,PIB Fact Check,PIBFactCheck,515,,,true
,Mon Apr 13 00:47:34 +0000 2020,,,,40551,1249499435605909504,gusttavo_lima,1249494294706237400,126676337,pt,,,2497,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@gusttavo_lima - Parabéns pela excelente live! Forte abraço!,https://twitter.com/jairbolsonaro/status/1249499435605909504,Wed Mar 31 23:13:44 +0000 2010,jairbolsonaro,false,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷. Parler: JairMBolsonaro",3194,6660988,567,6452,"Brasília, Brasil",Jair M. Bolsonaro,jairbolsonaro,10551,,http://www.bolsonaro.com.br,true
,Sat Mar 28 18:55:22 +0000 2020,,https://twitter.com/tomhanks/status/1243974982494908419/photo/1,,213365,1243974982494908419,,,,und,,false,11648,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/f6wLTkz90m,https://twitter.com/tomhanks/status/1243974982494908419,Wed Jun 24 17:39:05 +0000 2009,tomhanks,false,"I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?",0,16680983,25,44005,Los Angeles,Tom Hanks,tomhanks,948,,http://www.playtone.com,true
,Fri Jul 26 16:02:47 +0000 2019,,https://twitter.com/AsyamSevim/status/1154784135447220224/photo/1,,81,1154784135447220224,,,,tr,,false,16,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kanser olan çocuğu kemoterapi aldığı için çıplak elle dokunamayan annenin acısıdır yüze vuran😞 sevdiklerinize kıymet verin ve çokça sarılın. Çocuklarımız için umut ve can olun. Her kurban bağışı şifa olsun yavrularımıza🙏🙏🙏 . @ustunezer @hulya_unver @zuhalon @aysenur_sozeri https://t.co/1Hz7xw2dHJ,https://twitter.com/AsyamSevim/status/1154784135447220224,Wed Aug 01 14:25:11 +0000 2018,AsyamSevim,false,,24905,165,363,0,"Sarıyer, İstanbul",Asya&Sevim,AsyamSevim,4760,,,false
,Sat Feb 01 17:58:07 +0000 2020,nCoV2019,,,1417,1223666856923291648,,,,en,,,802,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Based on the content of my mentions, I feel like I need to further debunk crazy #nCoV2019 / HIV conspiracy preprint. This is a thread doing so. 1/9",https://twitter.com/trvrb/status/1223666856923291648,Fri Dec 10 04:13:14 +0000 2010,trvrb,false,"Scientist @fredhutch, studying viruses, evolution and immunity. Collection of #COVID19 threads here: https://t.co/Yc4fun5rcp",4657,267611,790,5646,"Seattle, WA",Trevor Bedford,trvrb,3436,,http://bedford.io,true
,Wed Apr 01 13:37:06 +0000 2020,nine2noon,https://twitter.com/AmericaNewsroom/status/1245344440811741184/video/1,,18,1245344440811741184,,,,en,,false,8,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WATCH: @SteveFDA speaks to @SandraSmithFox after the FDA approves a two-minute test that detects COVID-19 antibodies in the blood #nine2noon https://t.co/hOzJhT0VYz,https://twitter.com/AmericaNewsroom/status/1245344440811741184,Tue Jun 07 17:52:42 +0000 2011,AmericaNewsroom,false,Live on the FOX News Channel Every Weekday From 9-NOON EST! #AmericasNewsroom,1381,105048,365,752,"New York, NY",America's Newsroom,AmericaNewsroom,35170,,http://www.foxnews.com/americasnewsroom,true
,Mon Apr 06 20:00:00 +0000 2020,ALERTA PHISHING GINP NoPIques,https://twitter.com/guardiacivil/status/1247252740104794112/photo/1,,470,1247252740104794112,,,,es,,false,656,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","⚠️#ALERTA #PHISHING⚠️

FALSA APP “CORONAVIRUS FINDER”, te ofrece saber las personas infectadas a tu alrededor por 0’75€

Solicita los datos de tu tarjeta bancaria para el pago, y te infecta con troyano #GINP pasando el control de tus cuentas a manos de los delincuentes
#NoPIques https://t.co/GoOSuwR2on",https://twitter.com/guardiacivil/status/1247252740104794112,Mon May 09 10:48:30 +0000 2011,guardiacivil,false,"PERFIL OFICIAL. Este canal  no atiende denuncias, en caso de URGENCIA o EMERGENCIA llama al teléfono 📞062.",1836,1618069,288,4405,España,Guardia Civil 🇪🇸,guardiacivil,55862,,http://www.guardiacivil.es/es/institucional/normas_uso_de_twitter.html,true
,Thu Aug 24 11:45:11 +0000 2017,,https://twitter.com/cnnphilippines/status/900685413416751104/photo/1,,369,900685413416751104,,,,en,,false,113,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",LOOK: President Rodrigo Duterte visits the main battle area in Marawi for the first time | 📷: Bong Go https://t.co/c2vxirokb7,https://twitter.com/cnnphilippines/status/900685413416751104,Mon Sep 15 16:27:24 +0000 2014,cnnphilippines,false,News you can trust • Free TV channel 9,47,1088111,387,2263,Philippines,CNN Philippines,cnnphilippines,475995,,http://www.cnnphilippines.com,true
,Sun Apr 19 22:21:52 +0000 2020,VilleneuveLaGarenne,https://twitter.com/T_Bouhafs/status/1251999483648409600/video/1,,897,1251999483648409600,,,,fr,,false,672,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Des unités de police répondent aux feux d’artifices par des tirs de grenades lacrymogènes.

#VilleneuveLaGarenne https://t.co/A7CP6hRCjS",https://twitter.com/T_Bouhafs/status/1251999483648409600,Fri Feb 24 17:08:59 +0000 2017,T_Bouhafs,false,"Journaliste, je couvre les conflits et luttes sociales. Plus souvent en manifestation qu’à la rédaction",29003,78953,3123,236,"Paris, France",Taha Bouhafs 🔻,T_Bouhafs,20551,,http://instagram.com/taha.bouhafs,false
,Sun Apr 12 01:13:18 +0000 2020,,https://twitter.com/PureMichGirl/status/1249143521363267584/photo/1,,2109,1249143521363267584,,,,en,,false,2227,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",No buying flags in MI. This is Costco.🇺🇸🇺🇸🇺🇸 https://t.co/n5ouXjzJ4M,https://twitter.com/PureMichGirl/status/1249143521363267584,Wed May 15 13:21:22 +0000 2013,PureMichGirl,false,"MAGA‼️#cult45, saved by grace; equestrian; Trump supporter! CPL holder 🇺🇸The Motor City will be Great Again! Parler: PureMichiganGirl",124976,51448,47029,44,,Pure Michigan Girl,PureMichGirl,51905,,,false
,Sat Apr 18 14:54:16 +0000 2020,BOE fumigar Covid_19 Coronavirus,https://twitter.com/r_doble/status/1251524453776986120/photo/1,,0,1251524453776986120,,,,es,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#BOE 17 de abril se permite #fumigar desde aviones a la población #Covid_19 #Coronavirus https://t.co/97DrkvYJ8Q,https://twitter.com/r_doble/status/1251524453776986120,Mon Nov 07 22:37:46 +0000 2011,r_doble,false,"No dejes que te digan, no puedes hacerlo.",60680,280,580,6,,Doble R,r_doble,30296,,,false
,Wed Aug 14 22:24:03 +0000 2019,,,https://twitter.com/Beatriz_Sarlo/status/1161619737744498694,563,1161765455285108742,,,,es,,false,197,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ALERTA SPOILER: Sarlo me pide que como su editor en @perfildiario aclare que esta cuenta es fake. Cumplo en informarlo https://t.co/0RGWE2pRvo,https://twitter.com/jcalvo100/status/1161765455285108742,Fri May 15 05:26:58 +0000 2015,jcalvo100,false,"Periodista. Cuervo. Jefe de Redacción de @perfildiario. Me sumé a @animalesoficial.
Las opiniones son mías, siempre.
En Instagram también soy jcalvo100",7698,16983,127,61,,Javier Calvo,jcalvo100,8810,,http://perfil.com/autor/jcalvo,true
,Sun Apr 26 18:03:41 +0000 2020,aplausos camiones Ourense sanitarios transportesdemercancías transportistas CETM Ourense transporteporcarretera camioneros,,https://www.laregion.es/articulo/quen-cho-dixo/sabes-decenas-camiones-salieron-sabado-calles-ourense/20200426080823941975.html,27,1254471224291471362,,,,es,,false,10,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Aunque hoy no ha habido #aplausos, os enseñamos la caravana de #camiones 🚚💨 que hubo ayer en #Ourense para reconocer la labor de los 👨‍⚕️👨‍⚕️ #sanitarios. ❤️

https://t.co/ZDfBSJvchQ

#transportesdemercancías #transportistas #CETM #Ourense #transporteporcarretera #camioneros",https://twitter.com/CetmTransporte/status/1254471224291471362,Wed May 06 09:02:30 +0000 2015,CetmTransporte,false,Perfil oficial de la Confederación Española de Transporte de Mercancías (CETM).  Al servicio de las empresas del transporte desde 1977.,13237,5060,928,84,España,Cetm,CetmTransporte,16864,,http://www.cetm.es,false
,Thu Apr 16 00:28:31 +0000 2020,,,https://www.biorxiv.org/content/10.1101/2020.03.30.015008v1,197,1250581802667798528,StevenSalzberg1,1250576926479126500,782615960,en,,false,79,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@StevenSalzberg1 The bat virus from the Wuhan lab is *at least 20 years* evolutionary divergent from SARS-CoV-2. ""Much like"" is in reality not as close as you think: https://t.co/W1otwfHOl9",https://twitter.com/edwardcholmes/status/1250581802667798528,Tue Jun 10 21:14:18 +0000 2014,edwardcholmes,false,Virus spotter 🤓You're twistin' my melon man.,1199,7569,356,315,"Sydney, Australia",Eddie Holmes,edwardcholmes,2020,,http://sydney.edu.au/science/people/edward.holmes.php,false
,Tue Apr 21 02:59:37 +0000 2020,COVID19 FriendsPartnersAllies,https://twitter.com/USEmbassyPH/status/1252431768679903241/photo/1,,157,1252431768679903241,,,,en,,false,57,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On Sunday, April 19, President Donald J. Trump spoke with President Rodrigo Duterte. President Trump expressed his solidarity and offered additional assistance to the Philippines as it continues to battle the #COVID19 pandemic. #FriendsPartnersAllies https://t.co/qgDHhLDLhK",https://twitter.com/USEmbassyPH/status/1252431768679903241,Wed Sep 30 02:28:08 +0000 2009,USEmbassyPH,false,"Official Twitter account of the U.S. Embassy in the Philippines

#FriendsPartnersAllies",9024,806145,1464,1009,"Manila, Philippines",U.S. Embassy in the Philippines,USEmbassyPH,22807,,https://ph.usembassy.gov/embassy/manila/social-media-terms-of-use/,true
,Tue Apr 14 11:49:34 +0000 2020,,https://twitter.com/HomeDoc4/status/1250028419926106112/photo/1,,1,1250028419926106112,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👆This is Indian map redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries. 
He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries. https://t.co/pNiQ5Hgz2r",https://twitter.com/HomeDoc4/status/1250028419926106112,Tue Feb 25 11:02:45 +0000 2020,HomeDoc4,false,"TeleMedicine Consultant, Hyderabad, India.",9455,118,613,0,,HomeDoc,HomeDoc4,28977,,,false
,Thu Apr 09 17:04:54 +0000 2020,,https://twitter.com/RoyalFreeNHS/status/1248295837354078208/video/1,,4306,1248295837354078208,,,,en,,false,778,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watch as staff at Barnet Hospital clap and cheer 94-year old patient Dennis Palmer as he leaves hospital after recovering from COVID-19. Congratulations to Dennis and well done to all the heroes at Barnet who cared for him! https://t.co/6cg8TtTslV,https://twitter.com/RoyalFreeNHS/status/1248295837354078208,Sun Nov 15 13:37:46 +0000 2009,RoyalFreeNHS,false,"Delivering world class expertise at Barnet, Chase Farm and the Royal Free hospitals. Bringing you the best of the NHS. Tweets monitored Mon-Fri 9am-5pm.",7872,24520,1249,391,London,Royal Free London,RoyalFreeNHS,18259,,https://www.royalfree.nhs.uk/,true
,Sun Apr 19 09:03:52 +0000 2020,,https://twitter.com/politicturk/status/1251798659827630081/video/1,,2205,1251798659827630081,,,,tr,,false,502,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",İtalya'nın Carpi şehri Belediye Başkanı Alberto Bellelli Kur'an-ı Kerim okuttu https://t.co/ilzYRhcWVk,https://twitter.com/politicturk/status/1251798659827630081,Thu Jun 05 14:19:33 +0000 2014,politicturk,false,"Breaking News From All Over the World                            
Türkiye ve Dünya'dan Önemli Gelişmeler",2726,89030,18,163,,Politic Türk,politicturk,8932,,,false
,Tue Apr 28 21:10:29 +0000 2020,,,,43,1255243008984977411,JeffShipley77,1255162647307325400,1085295974787047400,en,,,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is not meant as a literal statement, but a hyperbole to engage critical thinking and relative public health risk.",https://twitter.com/JeffShipley77/status/1255243008984977411,Tue Jan 15 22:01:39 +0000 2019,JeffShipley77,false,public health hero 🥒🍄🌞🌈 world famous politician ☮️🌍💜Liberty or Death 😎🇺🇸 #Unity2020 #PeaceLoveIowa,21223,2194,782,17,"Fairfield, IA",Jeff Shipley 🦁,JeffShipley77,3343,,http://www.peaceloveiowa.com/donate,false
,Sun Oct 27 11:08:50 +0000 2019,,https://twitter.com/manoj_naandi/status/1188412233270714368/video/1,,132,1188412233270714368,,,,en,,false,27,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This video clip had me in splits 😂This is not men running away from an earthquake or landslide or even a police lathi charge! They are running to the liquor shop that opened after the recent by election in Kerala! We need a history of Mallus obsession with alcohol. @UnamPillai ? https://t.co/Ol0f7qFJPK,https://twitter.com/manoj_naandi/status/1188412233270714368,Wed Mar 01 16:38:55 +0000 2017,manoj_naandi,false,Co-Founder ARAKU COFFEE @arakucoffeein; CEO - Naandi Foundation. Fellow - World Bank & Aspen. Brewing #Arakunomics Nourishes soul by mulching Dostoyevsky.,1666,8347,208,17,,Manoj Kumar,manoj_naandi,8153,,http://www.arakucoffee.in,false
,Sun Mar 29 11:15:11 +0000 2020,,https://twitter.com/CarlosBolsonaro/status/1244221563530088449/video/1,,18023,1244221563530088449,,,,und,,false,3553,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/Lio9V1AhNq,https://twitter.com/CarlosBolsonaro/status/1244221563530088449,Tue Aug 25 14:53:27 +0000 2009,CarlosBolsonaro,false,Vereador da cidade do Rio (ainda podendo opinar sobre o que achar pertinente). Candidato à reeleição. Detalhes no website e contato no WhatsApp: 21-971615038,4576,2026009,688,2209,Rio de Janeiro-RJ,Carlos Bolsonaro,CarlosBolsonaro,16628,,http://www.carlosbolsonaro.com.br,true
,Wed Apr 15 03:09:10 +0000 2020,,,,54934,1250259845380542464,,,,en,,,20088,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Let's see if authorities enforce the social-distancing orders for mosques during Ramadan (April 23-May 23) like they did churches during Easter,https://twitter.com/paulsperry_/status/1250259845380542464,Mon Jun 06 00:10:27 +0000 2016,paulsperry_,false,"Former D.C. bureau chief for Investor's Business Daily, Hoover Institution media fellow, author of several books, including bestseller INFILTRATION",4,298411,4871,1702,Washington DC,Paul Sperry,paulsperry_,18570,,http://sperryfiles.com,false
,Mon Apr 13 21:00:04 +0000 2020,COVID19 coronavirus,https://twitter.com/WHO/status/1249804570416553984/photo/1,https://bit.ly/3a7s38C,1203,1249804570416553984,,,,en,,false,518,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Under WHO’s coordination, a group of experts from across the world is working towards the development of vaccines against #COVID19.

Here is the full list of experts: https://t.co/n6jpqhMTbA #coronavirus https://t.co/TjOi7mmo3V",https://twitter.com/WHO/status/1249804570416553984,Wed Apr 23 19:56:27 +0000 2008,WHO,false,"We are the #UnitedNations’ health agency. We are committed to achieving better health for everyone, everywhere - #HealthForAll",11544,8389069,1728,32266,"Geneva, Switzerland",World Health Organization (WHO),WHO,55729,,http://www.who.int,true
