,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified,cleaned_text,token_length,sentence_length
461,,Mon Mar 23 11:36:08 +0000 2020,,https://twitter.com/StateHouseKenya/status/1242052508765302784/photo/1,,852,1242052508765302784,,,,en,,False,149,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1/4 President Uhuru Kenyatta today announced the approval of Google Loon Services in Kenya to enable universal 4G data coverage in the country. https://t.co/yfAHiEm8v5,https://twitter.com/StateHouseKenya/status/1242052508765302784,Tue Aug 30 12:22:23 +0000 2011,StateHouseKenya,False,,61,1175537,215,446,Nairobi,State House Kenya,StateHouseKenya,9211,,http://www.presidency.go.ke,True,14 president uhuru kenyatta today announced the approval of google loon services in kenya to enable universal 4g data coverage in the country. ,24,1
462,,Wed Apr 01 21:38:53 +0000 2020,,,,983,1245465684177555456,,,,es,,,550,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Un video falsamente atribuido a @nytimes que recopila discursos de varios líderes mundiales circula en redes sociales, entre ellas Facebook y WhatsApp. Las frases atribuidas a nuestro periódico son falsas y el video no ha sido producido, editado ni distribuido por @nytimes.",https://twitter.com/NYTimesPR/status/1245465684177555456,Tue Aug 12 22:22:32 +0000 2008,NYTimesPR,False,Press inquiries: booking@nytimes.com. Contact @NYTcare or help@nytimes.com for tech/sub issues. More contacts at: https://t.co/Eau4LdYK0n,1847,68631,1444,1542,"New York, NY",NYTimes Communications,NYTimesPR,14139,,http://www.nytco.com,True,un video falsamente atribuido a @nytimes que recopila discursos de varios líderes mundiales circula en redes sociales entre ellas facebook y whatsapp. las frases atribuidas a nuestro periódico son falsas y el video no ha sido producido editado ni distribuido por @nytimes.,46,2
463,,Mon Mar 09 22:58:33 +0000 2020,,,,3210,1237150810959745025,,,,ar,,,668,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","وزير الشؤون الإسلامية أصدر
تعميماً عصر أمس الأثنين بالتالي:

١-مدة الصلاة لا تتجاوز ١٠ دقائق
٢-ايقاف افطار الصائم في رمضان
٣-منع الاعتكاف
٤-منع الاطعمة بالمساجد
٥-صلاة الجمعة مدتها كاملة ١٥ دقيقة
٦-منع اكواب البرادات المستعملة",https://twitter.com/News_Ejazah/status/1237150810959745025,Sun Apr 28 14:46:59 +0000 2013,News_Ejazah,False,موقع إلكتروني إخباري متخصص في تغطية ومتابعة تعليق الدراسة وأهم أخبار التعليم والأخبار العامة في السعودية حصرياً للتواصل واتساب: 0550924998,8122,4361209,8562,1404,المملكة العربية السعودية,وكالة تعليق الدراسة,News_Ejazah,30448,,https://news-ejazah.com,True,"وزير الشؤون الإسلامية أصدر
تعميما عصر أمس الأثنين بالتالي

١مدة الصلاة لا تتجاوز ١٠ دقائق
٢ايقاف افطار الصائم في رمضان
٣منع الاعتكاف
٤منع الاطعمة بالمساجد
٥صلاة الجمعة مدتها كاملة ١٥ دقيقة
٦منع اكواب البرادات المستعملة",35,1
464,,Fri Mar 20 03:05:20 +0000 2020,COVID19 WhatsApp,https://twitter.com/Ojo_Publico/status/1240836795778162689/photo/1,,63,1240836795778162689,,,,es,,False,33,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#COVID19 No compartas información no verificada o de fuente anónima. Si te llega un mensaje dudoso por #WhatsApp u otra red social envíanoslo por interno. Nuestra unidad de verificación trabajará para establecer su veracidad o falsedad. 

Envía tus mensajes al +51 977 113 917. https://t.co/dzoyjuwnm9",https://twitter.com/Ojo_Publico/status/1240836795778162689,Sun Jun 22 17:59:59 +0000 2014,Ojo_Publico,False,"Investigamos el poder. Premios globales de periodismo de datos 2015 y 2020, Derechos humanos 2015, SIP 2017 -2018, LASA 2019. Programa de entrenamiento @ojolab",3446,91962,454,739,"Lima, Perú",Ojo-Publico. com,Ojo_Publico,54468,,https://ojo-publico.com/,False,"#covid19 no compartas información no verificada o de fuente anónima. si te llega un mensaje dudoso por #whatsapp u otra red social envíanoslo por interno. nuestra unidad de verificación trabajará para establecer su veracidad o falsedad. 

envía tus mensajes al 51 977 113 917. ",50,4
465,,Mon Mar 16 16:51:08 +0000 2020,,,,2089,1239595064327843841,,,,ru,,,547,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Коронавирус в считанные дни уничтожил единственное достижение Майдана - безвиз. Вирус наглядно продемонстрировал, какая же это мелкая ерунда - безвизовые поездки в Европу. Раз! И нет их.
Но отданные за безвиз честь, совесть и собственная история возврату не подлежат.",https://twitter.com/RadioStydoba/status/1239595064327843841,Fri Aug 18 19:47:22 +0000 2017,RadioStydoba,False,"Александр Самохвалов. 
https://t.co/C7Z8xquzM8   https://t.co/CTwBlEpo0Y",31137,38136,165,212,Волгодонск,Радио Стыдоба,RadioStydoba,18616,,https://www.youtube.com/channel/UCjxQGCxHXxWGTmavurIvW9w,False,"коронавирус в считанные дни уничтожил единственное достижение майдана  безвиз. вирус наглядно продемонстрировал какая же это мелкая ерунда  безвизовые поездки в европу. раз и нет их.
но отданные за безвиз честь совесть и собственная история возврату не подлежат.",41,4
466,,Thu Mar 26 12:59:43 +0000 2020,KomeshaCorona,https://twitter.com/MOH_Kenya/status/1243160705853009920/photo/1,,595,1243160705853009920,,,,en,,False,297,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","74 cases have been tested out of which, 3 people have tested positive of coronavirus disease bringing the total number to 31. Affected counties are Nairobi, Kwale, Mombasa, Kilifi &amp; Kajiado, CAS Health, Dr. Mercy Mwangangi #KomeshaCorona press briefing https://t.co/arrsWRBpfc",https://twitter.com/MOH_Kenya/status/1243160705853009920,Tue Feb 02 08:18:22 +0000 2016,MOH_Kenya,False,"Working towards building a healthy, productive and globally competitive nation.",654,216012,654,217,"Nairobi, Kenya",Ministry of Health,MOH_Kenya,9594,,http://www.health.go.ke/,True,74 cases have been tested out of which 3 people have tested positive of coronavirus disease bringing the total number to 31. affected counties are nairobi kwale mombasa kilifi amp kajiado cas health dr. mercy mwangangi #komeshacorona press briefing ,40,1
467,,Mon Mar 30 12:21:59 +0000 2020,KomeshaCorona,,,113,1244600761440440321,MOH_Kenya,,4871317955.0,en,,,107,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@MOH_Kenya CS Mutahi Kagwe has announced 8 new cases of coronavirus disease bringing the total number of those who have tested positive of COVID-19 in the country to 50.  

#KomeshaCorona update 

@KenyaGovernors @WHOKenya @PDUDelivery @SpokespersonGoK",https://twitter.com/MOH_Kenya/status/1244600761440440321,Tue Feb 02 08:18:22 +0000 2016,MOH_Kenya,False,"Working towards building a healthy, productive and globally competitive nation.",654,216012,654,217,"Nairobi, Kenya",Ministry of Health,MOH_Kenya,9594,,http://www.health.go.ke/,True,"@mohkenya cs mutahi kagwe has announced 8 new cases of coronavirus disease bringing the total number of those who have tested positive of covid19 in the country to 50.  

#komeshacorona update 

@kenyagovernors @whokenya @pdudelivery @spokespersongok",42,2
468,,Sun Mar 22 21:04:41 +0000 2020,Croatia COVID earthquake PrayForCroatia,https://twitter.com/EstherIjewere/status/1241833198008532993/photo/1,,973,1241833198008532993,,,,en,,False,1238,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","People in #Croatia were directed to remain in their homes because of #COVID-19, And then 5.3 magnitude #earthquake struck this morning and  they have been directed  to evacuate their homes. It’s 4 degrees Celsius outside. They’re scared to be inside or out.
#PrayForCroatia 😪😪🤤 https://t.co/aBd0h3D8TK",https://twitter.com/EstherIjewere/status/1241833198008532993,Sat Aug 21 21:07:41 +0000 2010,EstherIjewere,False,Fellow @VitalVoices | Columnist @GuardianNigeria| Host - #GetTalkingwithEsther | Social Activist | Convener @womenofrubies | @WalkagainstRape | @Menwhoinspire,7118,13629,7953,52,"Lagos, Nigeria",womenofrubies.com,EstherIjewere,66535,,http://www.womenofrubies.com,False,"people in #croatia were directed to remain in their homes because of #covid19 and then 5.3 magnitude #earthquake struck this morning and  they have been directed  to evacuate their homes. its 4 degrees celsius outside. theyre scared to be inside or out.
#prayforcroatia  ",50,4
469,,Thu Mar 12 17:14:46 +0000 2020,Edoméx,https://twitter.com/SGGEdomex/status/1238151459654402049/video/1,,22,1238151459654402049,,,,es,,False,11,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",¿Sabías que este año @SaludEdomex ha registrado cerca de 9 mil casos de neumonía en el #Edoméx? Aquí te decimos en qué consiste este padecimiento y cómo prevenirlo: https://t.co/hhtzKmYyTS,https://twitter.com/SGGEdomex/status/1238151459654402049,Fri Sep 16 17:30:38 +0000 2011,SGGEdomex,False,Secretaría General de Gobierno del @Edomex,2860,48297,554,111,Toluca,SGG Edoméx,SGGEdomex,14029,,http://sgg.edomex.gob.mx/,True,sabías que este año @saludedomex ha registrado cerca de 9 mil casos de neumonía en el #edoméx aquí te decimos en qué consiste este padecimiento y cómo prevenirlo ,30,1
470,,Tue Mar 31 15:40:39 +0000 2020,COVID19 coronavirus,,,4671,1245013146256973834,DrTedros,1.2450131445247263e+18,189868631.0,en,,,1682,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I grew up poor and understand this reality. I call on countries to develop policies which provide economic protections for people who can't earn or work amid the #COVID19 pandemic. Solidarity! #coronavirus,https://twitter.com/DrTedros/status/1245013146256973834,Sun Sep 12 13:09:27 +0000 2010,DrTedros,False,Director-General of the World Health Organization,9782,1305570,990,4414,"Geneva, Switzerland",Tedros Adhanom Ghebreyesus,DrTedros,25165,,http://www.who.int,True,i grew up poor and understand this reality. i call on countries to develop policies which provide economic protections for people who cant earn or work amid the #covid19 pandemic. solidarity #coronavirus,36,3
471,,Thu Mar 26 18:03:45 +0000 2020,,,,385,1243237217016983559,DHSCgovuk,1.2432372155112202e+18,37963496.0,en,,,104,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Going forwards, figures on deaths will be recorded for the 24 hour period as of 5pm the previous day.

Figures on tests remain as of the 24 hour period from 9am that day.

We're working hard with colleagues at @PHE_uk and @NHSEngland to provide you with reliable and timely data.",https://twitter.com/DHSCgovuk/status/1243237217016983559,Tue May 05 16:49:31 +0000 2009,DHSCgovuk,False,"We support ministers in leading the nation’s health and social care to help people live more independent, healthier lives for longer.",2535,701488,826,4066,England,Department of Health and Social Care,DHSCgovuk,15671,,http://www.gov.uk/dhsc,True,"going forwards figures on deaths will be recorded for the 24 hour period as of 5pm the previous day.

figures on tests remain as of the 24 hour period from 9am that day.

were working hard with colleagues at @pheuk and @nhsengland to provide you with reliable and timely data.",55,3
472,,Fri Mar 27 15:24:16 +0000 2020,FAKENEWS FakeNews COVID2019 coronavirus,https://twitter.com/CHUBordeaux/status/1243559469625290752/photo/1,,220,1243559469625290752,,,,fr,,False,275,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[#FAKENEWS] ⚠️⚠️Ce message qui circule actuellement sur les réseaux sociaux ou par SMS est une INFOX. 
Ne relayez pas de fausses infos #FakeNews #COVID2019 #coronavirus
Le @CHUBordeaux vous recommande de suivre les informations officielles CC @MinSoliSante  @gouvernementFR https://t.co/8SyR4qSm77",https://twitter.com/CHUBordeaux/status/1243559469625290752,Mon Sep 16 09:17:10 +0000 2013,CHUBordeaux,False,"Hôpital universitaire d’Aquitaine : pôle d’excellence, innovant, performant, humain… avec ses 14 000 professionnels.",6983,13815,995,184,Bordeaux,CHU de Bordeaux,CHUBordeaux,4749,,http://www.chu-bordeaux.fr,False,"#fakenews ce message qui circule actuellement sur les réseaux sociaux ou par sms est une infox. 
ne relayez pas de fausses infos #fakenews #covid2019 #coronavirus
le @chubordeaux vous recommande de suivre les informations officielles cc @minsolisante  @gouvernementfr ",45,2
473,,Tue Mar 24 20:04:35 +0000 2020,coronavirus,,https://twitter.com/RanaReh18086299/status/1241726679967506432,265,1242542851449380866,,,,en,,False,138,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This video, claiming to show food parcels left on a road for the vulnerable during the #coronavirus outbreak, has had over 10 million views in total on Facebook, Twitter and YouTube. 

But does it show what it says it does? @BenDoBrown, @_kRaay and myself had a look. Let's see! https://t.co/qpEaPKVBVC",https://twitter.com/Shayan86/status/1242542851449380866,Thu Aug 13 23:03:55 +0000 2009,Shayan86,False,Journalist covering online disinformation and conspiracy theories for @BBCMonitoring @BBCWorld | DMs open | Email: shayan.sardarizadeh@bbc.co.uk,12878,9926,5574,213,United Kingdom,Shayan Sardarizadeh,Shayan86,14225,,http://bbc.co.uk/news/topics/cjxv13v27dyt/fake-news,False,"this video claiming to show food parcels left on a road for the vulnerable during the #coronavirus outbreak has had over 10 million views in total on facebook twitter and youtube. 

but does it show what it says it does @bendobrown @kraay and myself had a look. lets see ",54,3
474,,Sat Sep 14 08:29:19 +0000 2019,TruptiDesai,https://twitter.com/ThePuneMirror/status/1172789409478922241/video/1,,9,1172789409478922241,,,,en,,False,6,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#TruptiDesai was detained by Sahakarnagar police around noon after she was attempting to garland the CM @Dev_Fadnavis on his visit in Pune appealing alcohol free state. https://t.co/uaDkGLlkLQ,https://twitter.com/ThePuneMirror/status/1172789409478922241,Fri Apr 25 06:18:37 +0000 2014,ThePuneMirror,False,India's largest compact newspaper,163,27057,177,64,Pune,Pune Mirror,ThePuneMirror,42560,,http://punemirror.indiatimes.com/,True,#truptidesai was detained by sahakarnagar police around noon after she was attempting to garland the cm @devfadnavis on his visit in pune appealing alcohol free state. ,29,1
475,,Sat Mar 14 13:11:29 +0000 2020,,,,819,1238815009989328897,,,,de,,,455,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Achtung - Fake News: Derzeit werden Nachrichten in Social Media-Kanälen verbreitet, rund um Ibuprofen und einer angeblichen Verstärkung von COVID19-Symptomen. Dabei handelt es sich um Fake News! Es gibt keine derartigen Studien der Universität Wien.",https://twitter.com/univienna/status/1238815009989328897,Thu Feb 07 10:19:31 +0000 2013,univienna,False,Offizieller Twitter-Account der Universität Wien/Official Twitter account for the University of Vienna.,3569,20324,1719,283,"Vienna, Austria",Universität Wien,univienna,8462,,http://www.univie.ac.at/,True,achtung  fake news derzeit werden nachrichten in social mediakanälen verbreitet rund um ibuprofen und einer angeblichen verstärkung von covid19symptomen. dabei handelt es sich um fake news es gibt keine derartigen studien der universität wien.,36,2
476,,Tue Mar 24 08:00:37 +0000 2020,,,,31,1242360658643095555,,,,en,,,30,,,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Kindly ignore the false news regarding the suspension of Uber’s services in Kenya. The Uber app is still available in Nairobi and Mombasa and operating as normal.  Only information sent from Uber’s established channels should be seen as accurate.”- Uber spokesperson,https://twitter.com/uber_kenya/status/1242360658643095555,Thu Dec 18 15:25:03 +0000 2014,uber_kenya,False,For information about the steps we are taking to help keep communities safe in the cities we serve go to →  https://t.co/eaev6QAZgx,1037,87117,2505,43,Kenya,Uber Kenya,uber_kenya,20865,,https://www.uber.com/en/ke/,True,kindly ignore the false news regarding the suspension of ubers services in kenya. the uber app is still available in nairobi and mombasa and operating as normal.  only information sent from ubers established channels should be seen as accurate. uber spokesperson,44,4
477,,Thu Mar 26 15:50:26 +0000 2020,EvitaElCoronavirus,https://twitter.com/MinSaludCol/status/1243203666884145152/photo/1,,3605,1243203666884145152,,,,es,,False,2213,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","No es cierto que exista una vacuna o medicamento que cure el coronavirus (COVID-19). ¡No caigas en noticias falsas! Recuerda verificar toda la información que circula en internet, redes sociales y cadenas de Whatsapp, en los canales oficiales del @MinSaludCol #EvitaElCoronavirus https://t.co/5OQKBSSsiP",https://twitter.com/MinSaludCol/status/1243203666884145152,Sun Sep 11 14:50:36 +0000 2011,MinSaludCol,False,Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia,1463,1363476,810,1479,,MinSaludCol,MinSaludCol,70932,,http://www.minsalud.gov.co,True,no es cierto que exista una vacuna o medicamento que cure el coronavirus covid19. no caigas en noticias falsas recuerda verificar toda la información que circula en internet redes sociales y cadenas de whatsapp en los canales oficiales del @minsaludcol #evitaelcoronavirus ,44,2
478,,Sun Apr 05 18:00:01 +0000 2020,QuédateEnCasaYa SanaDistancia MéxicoSolidario,https://twitter.com/SSalud_mx/status/1246860154475347969/photo/1,http://www.coronavirus.gob.mx,95,1246860154475347969,,,,es,,False,58,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",¡#QuédateEnCasaYa! 🏠 Infórmate en https://t.co/tw2fMeCsic y mantén la #SanaDistancia. #MéxicoSolidario https://t.co/ITD2RZOqit,https://twitter.com/SSalud_mx/status/1246860154475347969,Mon Apr 12 16:53:45 +0000 2010,SSalud_mx,False,Secretaría de Salud de México,4850,1129435,234,2861,México,SALUD México,SSalud_mx,51152,,http://www.gob.mx/salud,True,#quédateencasaya  infórmate en  y mantén la #sanadistancia. #méxicosolidario ,12,2
479,,Wed Mar 18 17:53:22 +0000 2020,,,,163,1240335503343390721,,,,es,"Madrid, Spain",,84,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨No es cierto q falten respiradores en la @ComunidadMadrid. Hemos suministrado y seguiremos haciéndolo todos los días de la semana. Esta semana habremos aumentado un 29,8% el número de respiradores de Madrid. 
Y llegarán más.

Luchamos por salvar la vida a TODOS los pacientes.",https://twitter.com/AlejoMiranda/status/1240335503343390721,Sun Jan 04 03:14:47 +0000 2009,AlejoMiranda,False,MBA IESE. Director General de Infraestructuras Sanitarias de @ComunidadMadrid. 🏥Modernizando nuestra sanidad y 🔬dotándola de última tecnología.,20413,3285,1562,51,"Madrid, España",Alejo Miranda de Larra,AlejoMiranda,14519,,,False,"no es cierto q falten respiradores en la @comunidadmadrid. hemos suministrado y seguiremos haciéndolo todos los días de la semana. esta semana habremos aumentado un 298 el número de respiradores de madrid. 
y llegarán más.

luchamos por salvar la vida a todos los pacientes.",50,5
480,,Tue Mar 31 20:20:28 +0000 2020,,https://twitter.com/hora25/status/1245083562119811072/video/1,,5427,1245083562119811072,,,,es,,False,2704,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","🔊 La exalcaldesa de Madrid, @ManuelaCarmena ha desmentido en @hora25 el bulo que afirma que está enferma y que ha recibido un respirador en su casa: ""¿Cómo es posible que alguien quiera mentir de esa manera?"" https://t.co/cJR2yU9YWw",https://twitter.com/hora25/status/1245083562119811072,Sat May 17 20:35:48 +0000 2008,hora25,False,"De lunes a viernes, de 20:00 a 23:30h en la @La_SER, con @PepaBueno. https://t.co/E0UxFS164S",946,153343,834,1925,,Hora 25,hora25,23139,,http://www.hora25.es,True, la exalcaldesa de madrid @manuelacarmena ha desmentido en @hora25 el bulo que afirma que está enferma y que ha recibido un respirador en su casa cómo es posible que alguien quiera mentir de esa manera ,37,1
481,,Fri Mar 27 01:19:42 +0000 2020,CuidarteEsCuidarnos ArgentinaUnida,https://twitter.com/SantiCafiero/status/1243346927460200449/video/1,http://Anses.gob.ar https://bit.ly/MedidasIFE,812,1243346927460200449,,,,es,,False,355,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Este viernes 27 de marzo comienza la preinscripción al Ingreso Familiar de Emergencia (IFE) a través https://t.co/YaiBhPjZDM o en la app Anses Móvil.

Conocé quiénes pueden ser titulares de este programa en https://t.co/9IwKouCgFa

#CuidarteEsCuidarnos #ArgentinaUnida https://t.co/Wu49rzHzMs",https://twitter.com/SantiCafiero/status/1243346927460200449,Tue May 26 14:44:40 +0000 2009,SantiCafiero,False,Militante peronista. Licenciado en Ciencia Política (UBA). Jefe de Gabinete de la Nación.,3221,257207,549,379, Argentina,Santiago Cafiero,SantiCafiero,6160,,https://www.argentina.gob.ar/jefatura,True,"este viernes 27 de marzo comienza la preinscripción al ingreso familiar de emergencia ife a través  o en la app anses móvil.

conocé quiénes pueden ser titulares de este programa en 

#cuidarteescuidarnos #argentinaunida ",36,2
482,,Fri Mar 27 17:34:19 +0000 2020,,,,282,1243592198735552512,,,,en,,,114,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It has come to our knowledge that a WhatsApp audio message is being circulated, which is falsely attributed to Dr. Trehan. This audio message is fake. It is not the voice of Dr. Trehan, nor has he ever said what is said in this audio recording.
(1/2)",https://twitter.com/medanta/status/1243592198735552512,Wed Nov 18 07:24:56 +0000 2009,medanta,False,Medanta - Dedicated to Life,1137,11032,2726,34,India,Medanta,medanta,5990,,http://www.medanta.org,True,"it has come to our knowledge that a whatsapp audio message is being circulated which is falsely attributed to dr. trehan. this audio message is fake. it is not the voice of dr. trehan nor has he ever said what is said in this audio recording.
12",50,4
483,,Tue Mar 24 15:40:34 +0000 2020,,,,263209,1242476408896507910,,,,en,,,67532,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","My fellow citizens, 

THERE IS ABSOLUTELY NO NEED TO PANIC.

Essential commodities, medicines etc. would be available. Centre and various state governments will work in close coordination to ensure this.

Together, we will fight COVID-19 and create a healthier India. 

Jai Hind!",https://twitter.com/narendramodi/status/1242476408896507910,Sat Jan 10 17:18:56 +0000 2009,narendramodi,False,Prime Minister of India,0,62954019,2352,1,India,Narendra Modi,narendramodi,27860,,http://www.narendramodi.in,True,"my fellow citizens 

there is absolutely no need to panic.

essential commodities medicines etc. would be available. centre and various state governments will work in close coordination to ensure this.

together we will fight covid19 and create a healthier india. 

jai hind",47,6
484,,Fri Mar 20 15:26:49 +0000 2020,,https://twitter.com/jmblanquer/status/1241023394612744193/video/1,,2779,1241023394612744193,,,,fr,,False,1820,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sur les vacances d’été.
De fausses nouvelles et même des faux courriers circulent sur ce sujet.

Nous n’envisageons pas de changer le calendrier. 
Certains rattrapages, notamment pour les élèves les plus en difficulté, donneront lieu à des dispositifs de soutien scolaire gratuit. https://t.co/Tl8LuDjXaJ",https://twitter.com/jmblanquer/status/1241023394612744193,Mon Aug 22 15:17:46 +0000 2011,jmblanquer,False,"Ministre de l'Éducation nationale, de la jeunesse et des sports.",8276,254365,6493,1395,"Paris, France",Jean-Michel Blanquer,jmblanquer,13814,,http://education.gouv.fr,True,"sur les vacances dété.
de fausses nouvelles et même des faux courriers circulent sur ce sujet.

nous nenvisageons pas de changer le calendrier. 
certains rattrapages notamment pour les élèves les plus en difficulté donneront lieu à des dispositifs de soutien scolaire gratuit. ",46,4
485,,Thu Apr 02 01:23:52 +0000 2020,,https://twitter.com/MOEducation/status/1245522301757652994/photo/1,,374,1245522301757652994,,,,en,,False,312,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fake letter circulating on social media, saying DESE will not allow students to move on to the next grade level. NOT TRUE. Disappointed someone chose to joke about something this serious given the anxiety &amp; uncertainty so many students &amp; families are dealing with right now. https://t.co/UEoZt7lglO",https://twitter.com/MOEducation/status/1245522301757652994,Tue Nov 16 02:27:59 +0000 2010,MOEducation,False,Twitter account for the Missouri Department of Elementary & Secondary Education. The Department is the administrative agency of the State Board of Education.,8394,23163,1804,335,"Jefferson City, MO",Missouri DESE,MOEducation,17260,,http://www.dese.mo.gov,True,fake letter circulating on social media saying dese will not allow students to move on to the next grade level. not true. disappointed someone chose to joke about something this serious given the anxiety amp uncertainty so many students amp families are dealing with right now. ,49,3
486,,Wed Mar 25 11:06:41 +0000 2020,,https://twitter.com/BBCJamesCook/status/1242769869982044161/photo/1,,3194,1242769869982044161,,,,en,,False,1608,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The statement that Prince Charles “met the criteria required for testing” by the NHS in Aberdeenshire is puzzling. The NHS Scotland website states that, generally, testing for Covid-19 will only be carried out “if you have a serious illness that requires admission to hospital.” https://t.co/KLnu61rya7",https://twitter.com/BBCJamesCook/status/1242769869982044161,Tue Oct 28 17:18:10 +0000 2008,BBCJamesCook,False,"Chief News Correspondent for The Nine (@BBCScotNine), reporting from around the globe. Formerly based in Los Angeles covering North America for BBC News.",921,54078,1714,845,Scotland and beyond,James Cook,BBCJamesCook,22701,,http://www.bbc.com/news/,True,the statement that prince charles met the criteria required for testing by the nhs in aberdeenshire is puzzling. the nhs scotland website states that generally testing for covid19 will only be carried out if you have a serious illness that requires admission to hospital. ,46,2
487,,Tue Mar 12 09:00:56 +0000 2019,,https://twitter.com/descifraguerra/status/1105393223462207488/photo/1,,39,1105393223462207488,descifraguerra,1.1053792545758863e+18,8.455716600906711e+17,es,,False,35,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ayer se produjo el saqueo de un banco bicentenario en la ciudad de Mérida, en las cercanías de la plaza Glorias Patrias. Los saqueadores incendiaron una pila de bolívares además de dejar muchos billetes por el suelo. https://t.co/7gmL7FqMYo",https://twitter.com/descifraguerra/status/1105393223462207488,Sat Mar 25 09:42:48 +0000 2017,descifraguerra,False,"Portal dedicado al seguimiento y análisis de la política internacional. Hablamos sobre conflictos, disputas comerciales, elecciones y movimientos de protesta.",4443,116397,9,809,,Descifrando la Guerra,descifraguerra,30225,,http://www.descifrandolaguerra.es,False,ayer se produjo el saqueo de un banco bicentenario en la ciudad de mérida en las cercanías de la plaza glorias patrias. los saqueadores incendiaron una pila de bolívares además de dejar muchos billetes por el suelo. ,39,2
488,,Fri Mar 27 10:13:39 +0000 2020,,https://twitter.com/CRI_Turkish/status/1243481300163538944/video/1,https://youtu.be/P0kHWw-WMnY,87,1243481300163538944,,,,tr,,False,46,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","📢 Türkiye gündeminde ""Wuhan'da bir pazar"" başlığıyla dolaşıma sokulan bir videodaki görüntülere dair doğru bilgiyi Çin Medya Grubu Muhabiri Ma Yuyao /// @iremayuyao açıklıyor

Videonun Tamamı: https://t.co/FrdWA7wO5s 🎦 https://t.co/IeSEwh2b1o",https://twitter.com/CRI_Turkish/status/1243481300163538944,Fri Apr 12 06:21:54 +0000 2013,CRI_Turkish,False,"Çin Medya Grubu Türkçe Servisi Resmi Twitter Hesabıdır
https://t.co/cBNvsqXcye • https://t.co/fgFWNZ5gam • https://t.co/e7XFNEaQO2",177,92785,49,170,China Beijing,CRI Türkçe,CRI_Turkish,66124,,https://www.criturk.com,True," türkiye gündeminde wuhanda bir pazar başlığıyla dolaşıma sokulan bir videodaki görüntülere dair doğru bilgiyi çin medya grubu muhabiri ma yuyao  @iremayuyao açıklıyor

videonun tamamı   ",25,1
